t_s,N_rpm,N_frac,EGT_K,T04_K,P3_Pa,Wf_kg_s,thrust_N,W_kg_s,vib_um,T_metal_K
106.75,36720,0.5065,700.7,737.0,135011,0.00313,36.9,0.3407,0.6,609.1
106.80,36630,0.5052,709.7,746.3,134931,0.00318,36.8,0.3385,0.6,608.7
106.85,36550,0.5041,718.1,754.9,134866,0.00323,36.8,0.3365,0.6,608.4
106.90,36480,0.5032,725.9,762.9,134815,0.00328,36.7,0.3348,0.6,608.2
106.95,36418,0.5023,732.6,769.9,134768,0.00332,36.7,0.3332,0.6,607.9
107.00,36365,0.5016,739.2,776.7,134738,0.00336,36.6,0.3318,0.7,607.7
107.05,36319,0.5010,745.2,782.9,134719,0.00339,36.6,0.3306,0.7,607.5
107.10,36280,0.5004,750.6,788.6,134706,0.00343,36.6,0.3295,0.7,607.4
107.15,36246,0.4999,755.6,793.7,134700,0.00346,36.6,0.3285,0.7,607.2
107.20,36218,0.4996,760.0,798.2,134702,0.00349,36.6,0.3277,0.7,607.1
107.25,36193,0.4992,763.8,802.2,134721,0.00351,36.7,0.3272,0.7,607.0
107.30,36172,0.4989,767.2,805.7,134739,0.00353,36.7,0.3267,0.7,606.9
107.35,36154,0.4987,770.2,808.8,134756,0.00355,36.8,0.3263,0.7,606.8
107.40,36139,0.4985,772.9,811.7,134773,0.00357,36.8,0.3259,0.7,606.7
107.45,36126,0.4983,775.4,814.2,134789,0.00359,36.8,0.3256,0.7,606.6
107.50,36115,0.4981,777.6,816.5,134805,0.00360,36.9,0.3253,0.7,606.6
107.55,36106,0.4980,779.5,818.5,134819,0.00361,36.9,0.3251,0.7,606.5
107.60,36098,0.4979,781.2,820.2,134834,0.00363,36.9,0.3249,0.7,606.5
107.65,36092,0.4978,782.7,821.8,134847,0.00364,37.0,0.3247,0.7,606.4
107.70,36088,0.4978,784.0,823.1,134860,0.00365,37.0,0.3245,0.7,606.4
107.75,36084,0.4977,785.1,824.3,134872,0.00365,37.0,0.3244,0.7,606.4
107.80,36082,0.4977,786.1,825.3,134883,0.00366,37.0,0.3243,0.7,606.3
107.85,36080,0.4977,786.9,826.2,134894,0.00367,37.1,0.3242,0.7,606.3
107.90,36079,0.4976,787.6,826.9,134903,0.00367,37.1,0.3241,0.7,606.3
107.95,36079,0.4976,788.2,827.6,134912,0.00368,37.1,0.3241,0.7,606.3
108.00,36079,0.4976,788.7,828.1,134921,0.00368,37.1,0.3240,0.7,606.3
108.05,36079,0.4976,788.7,828.1,134921,0.00368,37.1,0.3240,0.7,606.2
108.10,36080,0.4977,789.4,828.9,134935,0.00368,37.1,0.3240,0.7,606.2
108.15,36081,0.4977,789.4,828.9,134937,0.00368,37.1,0.3240,0.7,606.2
108.20,36083,0.4977,789.9,829.4,134948,0.00369,37.1,0.3239,0.7,606.2
108.25,36084,0.4977,789.9,829.4,134951,0.00369,37.1,0.3239,0.7,606.2
108.30,36086,0.4977,789.9,829.4,134954,0.00369,37.2,0.3240,0.7,606.2
108.35,36087,0.4978,789.9,829.4,134957,0.00369,37.2,0.3240,0.7,606.2
108.40,36089,0.4978,789.9,829.4,134960,0.00369,37.2,0.3240,0.7,606.2
108.45,36090,0.4978,789.9,829.4,134963,0.00369,37.2,0.3240,0.7,606.1
108.50,36092,0.4978,789.9,829.4,134966,0.00369,37.2,0.3240,0.7,606.1
108.55,36094,0.4978,789.9,829.4,134969,0.00369,37.2,0.3240,0.7,606.1
108.60,36095,0.4979,789.9,829.4,134973,0.00369,37.2,0.3240,0.7,606.1
108.65,36097,0.4979,789.9,829.4,134976,0.00369,37.2,0.3241,0.7,606.1
108.70,36099,0.4979,789.9,829.4,134979,0.00369,37.2,0.3241,0.7,606.1
108.75,36101,0.4979,789.9,829.4,134983,0.00369,37.2,0.3241,0.7,606.1
108.80,36102,0.4980,789.9,829.4,134986,0.00369,37.2,0.3241,0.7,606.1
108.85,36104,0.4980,789.9,829.4,134990,0.00369,37.2,0.3241,0.7,606.1
108.90,36106,0.4980,789.9,829.4,134993,0.00369,37.2,0.3241,0.7,606.0
108.95,36108,0.4980,789.9,829.4,134997,0.00369,37.2,0.3241,0.7,606.0
109.00,36110,0.4981,789.9,829.4,135000,0.00369,37.2,0.3242,0.7,606.0
109.05,36112,0.4981,789.9,829.4,135004,0.00369,37.2,0.3242,0.7,606.0
109.10,36113,0.4981,789.9,829.4,135008,0.00369,37.2,0.3242,0.7,606.0
109.15,36115,0.4981,789.9,829.4,135011,0.00369,37.2,0.3242,0.7,606.0
109.20,36117,0.4982,789.3,828.8,135005,0.00369,37.2,0.3243,0.7,606.0
109.25,36118,0.4982,789.3,828.8,135008,0.00369,37.2,0.3243,0.7,606.0
109.30,36120,0.4982,789.3,828.8,135010,0.00369,37.2,0.3243,0.7,606.0
109.35,36121,0.4982,789.3,828.8,135013,0.00369,37.2,0.3243,0.7,605.9
109.40,36122,0.4982,789.3,828.8,135016,0.00369,37.2,0.3243,0.7,605.9
109.45,36123,0.4983,788.8,828.2,135010,0.00369,37.2,0.3244,0.7,605.9
109.50,36124,0.4983,788.8,828.2,135012,0.00369,37.2,0.3244,0.7,605.9
109.55,36125,0.4983,788.8,828.2,135013,0.00369,37.2,0.3244,0.7,605.9
109.60,36126,0.4983,788.8,828.2,135015,0.00369,37.2,0.3244,0.7,605.9
109.65,36127,0.4983,788.8,828.2,135017,0.00369,37.2,0.3244,0.7,605.9
109.70,36128,0.4983,788.8,828.2,135019,0.00369,37.2,0.3244,0.7,605.8
109.75,36129,0.4983,788.3,827.7,135012,0.00368,37.2,0.3245,0.7,605.8
109.80,36129,0.4983,788.3,827.7,135013,0.00368,37.2,0.3245,0.7,605.8
109.85,36130,0.4983,788.3,827.7,135014,0.00368,37.2,0.3245,0.7,605.8
109.90,36130,0.4984,788.3,827.7,135015,0.00368,37.2,0.3245,0.7,605.8
109.95,36131,0.4984,788.3,827.7,135016,0.00368,37.2,0.3245,0.7,605.8
110.00,36132,0.4984,788.3,827.7,135018,0.00368,37.2,0.3245,0.7,605.8
110.05,36166,0.4988,820.0,861.1,135644,0.00391,38.1,0.3216,0.7,605.9
110.10,36229,0.4997,846.9,889.5,136268,0.00411,38.9,0.3193,0.7,606.1
110.15,36318,0.5009,869.1,913.0,136858,0.00428,39.6,0.3177,0.7,606.3
110.20,36426,0.5024,886.8,931.9,137478,0.00443,40.3,0.3171,0.6,606.7
110.25,36552,0.5042,900.9,947.1,138114,0.00455,41.1,0.3170,0.6,607.1
110.30,36692,0.5061,912.1,959.3,138750,0.00466,41.9,0.3174,0.6,607.5
110.35,36843,0.5082,920.3,968.4,139378,0.00475,42.7,0.3182,0.6,608.0
110.40,37004,0.5104,927.2,976.2,140021,0.00483,43.4,0.3192,0.6,608.5
110.45,37175,0.5128,932.4,982.2,140669,0.00491,44.2,0.3205,0.6,609.0
110.50,37353,0.5152,936.2,986.8,141324,0.00497,45.0,0.3220,0.6,609.6
110.55,37537,0.5178,938.8,990.2,141984,0.00503,45.8,0.3237,0.6,610.1
110.60,37727,0.5204,940.5,992.5,142651,0.00508,46.7,0.3255,0.6,610.6
110.65,37923,0.5231,941.3,994.1,143325,0.00513,47.5,0.3274,0.6,611.2
110.70,38123,0.5258,941.5,994.9,144005,0.00518,48.4,0.3295,0.6,611.7
110.75,38327,0.5286,940.8,994.9,144688,0.00521,49.2,0.3317,0.6,612.3
110.80,38535,0.5315,940.2,994.9,145386,0.00525,50.1,0.3339,0.6,612.8
110.85,38746,0.5344,939.5,994.9,146099,0.00530,51.0,0.3362,0.6,613.3
110.90,38961,0.5374,937.7,993.7,146806,0.00533,51.9,0.3386,0.6,613.8
110.95,39179,0.5404,935.9,992.6,147526,0.00536,52.8,0.3410,0.6,614.3
111.00,39400,0.5434,934.0,991.3,148254,0.00539,53.8,0.3435,0.5,614.8
111.05,39624,0.5465,931.9,989.9,148992,0.00543,54.8,0.3460,0.5,615.3
111.10,39850,0.5497,929.7,988.3,149740,0.00546,55.7,0.3485,0.5,615.8
111.15,40080,0.5528,927.4,986.6,150497,0.00549,56.8,0.3511,0.5,616.3
111.20,40312,0.5560,924.8,984.5,151260,0.00552,57.8,0.3538,0.5,616.7
111.25,40546,0.5593,921.8,982.2,152023,0.00554,58.8,0.3565,0.5,617.2
111.30,40781,0.5625,918.6,979.5,152783,0.00556,59.9,0.3593,0.5,617.6
111.35,41018,0.5658,915.5,976.9,153586,0.00559,60.9,0.3620,0.5,618.1
111.40,41257,0.5691,912.3,974.3,154419,0.00561,61.9,0.3645,0.5,618.5
111.45,41498,0.5724,909.0,971.7,155258,0.00563,62.9,0.3671,0.5,618.9
111.50,41742,0.5758,905.7,968.9,156105,0.00565,64.0,0.3697,0.5,619.2
111.55,41988,0.5791,902.2,966.0,156959,0.00566,65.0,0.3724,0.5,619.6
111.60,42236,0.5826,898.7,963.1,157822,0.00568,66.1,0.3751,0.5,620.0
111.65,42485,0.5860,895.2,960.1,158693,0.00570,67.2,0.3778,0.5,620.3
111.70,42738,0.5895,891.6,957.1,159573,0.00572,68.3,0.3805,0.5,620.6
111.75,42992,0.5930,887.9,954.0,160461,0.00573,69.4,0.3833,0.5,620.9
111.80,43249,0.5965,884.3,951.0,161360,0.00575,70.6,0.3861,0.5,621.2
111.85,43508,0.6001,880.6,947.8,162268,0.00576,71.8,0.3889,0.5,621.5
111.90,43769,0.6037,876.9,944.7,163193,0.00578,73.0,0.3918,0.5,621.8
111.95,44029,0.6073,872.2,940.7,164353,0.00580,74.5,0.3956,0.5,622.0
112.00,44289,0.6109,867.9,937.1,165518,0.00582,76.0,0.3994,0.5,622.3
112.05,44547,0.6144,864.0,933.9,166692,0.00584,77.6,0.4032,0.5,622.5
112.10,44806,0.6180,860.4,931.0,167873,0.00587,79.1,0.4069,0.4,622.7
112.15,45066,0.6216,857.0,928.3,169065,0.00589,80.8,0.4106,0.4,622.9
112.20,45326,0.6252,853.8,925.8,170263,0.00592,82.4,0.4142,0.4,623.1
112.25,45586,0.6288,850.8,923.5,171470,0.00595,84.1,0.4179,0.4,623.3
112.30,45847,0.6324,847.9,921.4,172685,0.00598,85.8,0.4215,0.4,623.4
112.35,46108,0.6360,845.3,919.4,173916,0.00602,87.5,0.4251,0.4,623.6
112.40,46370,0.6396,842.9,917.8,175211,0.00605,89.2,0.4285,0.4,623.7
112.45,46635,0.6432,840.7,916.3,176522,0.00608,90.9,0.4319,0.4,623.9
112.50,46901,0.6469,838.5,914.9,177849,0.00612,92.7,0.4353,0.4,624.0
112.55,47170,0.6506,836.4,913.6,179194,0.00615,94.5,0.4387,0.4,624.1
112.60,47440,0.6543,834.3,912.3,180555,0.00619,96.4,0.4421,0.4,624.3
112.65,47713,0.6581,832.2,910.8,181924,0.00622,98.2,0.4456,0.4,624.4
112.70,47987,0.6619,829.9,909.3,183304,0.00626,100.2,0.4491,0.4,624.5
112.75,48263,0.6657,827.6,907.7,184695,0.00629,102.1,0.4526,0.4,624.6
112.80,48541,0.6695,825.2,906.0,186096,0.00632,104.1,0.4562,0.4,624.7
112.85,48820,0.6734,822.7,904.3,187508,0.00636,106.1,0.4598,0.4,624.8
112.90,49099,0.6772,820.2,902.5,188930,0.00639,108.1,0.4634,0.4,624.9
112.95,49380,0.6811,817.8,900.7,190363,0.00642,110.2,0.4670,0.4,624.9
113.00,49662,0.6850,815.2,898.8,191806,0.00645,112.3,0.4707,0.4,625.0
113.05,49945,0.6889,812.7,897.0,193259,0.00648,114.5,0.4743,0.4,625.1
113.10,50229,0.6928,810.2,895.1,194722,0.00651,116.6,0.4780,0.4,625.1
113.15,50514,0.6967,807.7,893.3,196195,0.00654,118.8,0.4817,0.4,625.1
113.20,50799,0.7007,805.3,891.5,197687,0.00657,121.1,0.4853,0.4,625.2
113.25,51086,0.7046,802.9,889.8,199278,0.00660,123.3,0.4891,0.4,625.2
113.30,51368,0.7085,800.5,888.2,201124,0.00663,126.0,0.4941,0.4,625.2
113.35,51646,0.7124,798.8,887.3,202972,0.00668,128.7,0.4990,0.4,625.2
113.40,51922,0.7162,797.9,887.3,204841,0.00673,131.4,0.5036,0.4,625.3
113.45,52195,0.7199,797.1,887.3,206704,0.00678,134.2,0.5083,0.4,625.3
113.50,52467,0.7237,796.3,887.3,208559,0.00684,137.0,0.5128,0.4,625.3
113.55,52737,0.7274,796.3,888.1,210445,0.00690,139.8,0.5172,0.4,625.3
113.60,53008,0.7311,796.5,889.1,212342,0.00697,142.7,0.5216,0.4,625.3
113.65,53278,0.7349,796.8,890.3,214255,0.00703,145.7,0.5260,0.4,625.4
113.70,53548,0.7386,797.3,891.7,216184,0.00710,148.7,0.5303,0.4,625.4
113.75,53819,0.7423,797.9,893.2,218130,0.00717,151.8,0.5346,0.4,625.4
113.80,54090,0.7461,798.7,894.8,220094,0.00725,154.9,0.5388,0.4,625.5
113.85,54362,0.7498,799.5,896.5,222077,0.00732,158.1,0.5431,0.4,625.5
113.90,54634,0.7536,800.5,898.3,224078,0.00740,161.4,0.5474,0.4,625.6
113.95,54906,0.7573,801.9,900.5,226044,0.00748,164.6,0.5518,0.4,625.6
114.00,55178,0.7611,803.5,903.1,228046,0.00757,167.8,0.5561,0.4,625.7
114.05,55451,0.7648,805.4,905.9,230082,0.00765,171.1,0.5603,0.4,625.8
114.10,55726,0.7686,807.5,908.8,232143,0.00774,174.5,0.5646,0.4,625.9
114.15,56001,0.7724,809.7,912.0,234229,0.00784,178.0,0.5688,0.4,626.0
114.20,56278,0.7762,812.0,915.2,236340,0.00793,181.5,0.5730,0.4,626.1
114.25,56556,0.7801,814.4,918.5,238475,0.00803,185.1,0.5772,0.4,626.2
114.30,56835,0.7839,817.0,922.0,240634,0.00813,188.7,0.5815,0.4,626.3
114.35,57116,0.7878,819.6,925.5,242818,0.00824,192.5,0.5857,0.4,626.5
114.40,57398,0.7917,822.3,929.1,245026,0.00834,196.3,0.5899,0.4,626.6
114.45,57681,0.7956,825.1,932.8,247258,0.00845,200.2,0.5942,0.4,626.8
114.50,57964,0.7995,827.9,936.5,249513,0.00856,204.2,0.5984,0.4,627.0
114.55,58249,0.8034,830.9,940.3,251789,0.00867,208.2,0.6027,0.4,627.2
114.60,58531,0.8073,833.6,943.9,254404,0.00879,212.8,0.6078,0.4,627.4
114.65,58810,0.8112,836.6,947.9,257071,0.00891,217.6,0.6129,0.4,627.6
114.70,59088,0.8150,840.1,952.4,259750,0.00904,222.4,0.6178,0.3,627.8
114.75,59366,0.8188,844.0,957.2,262445,0.00918,227.3,0.6226,0.3,628.1
114.80,59643,0.8227,848.1,962.3,265159,0.00932,232.3,0.6273,0.3,628.3
114.85,59920,0.8265,852.6,967.7,267894,0.00947,237.3,0.6320,0.3,628.6
114.90,60197,0.8303,857.2,973.2,270651,0.00963,242.5,0.6366,0.3,628.9
114.95,60475,0.8341,862.0,979.0,273429,0.00978,247.7,0.6411,0.3,629.2
115.00,60752,0.8380,867.0,984.9,276226,0.00994,253.1,0.6456,0.3,629.6
115.05,61029,0.8418,872.1,990.9,279041,0.01011,258.5,0.6500,0.3,629.9
115.10,61305,0.8456,877.4,997.1,281882,0.01027,264.0,0.6543,0.3,630.3
115.15,61581,0.8494,882.9,1003.4,284737,0.01044,269.6,0.6586,0.3,630.7
115.20,61857,0.8532,888.4,1009.8,287605,0.01062,275.2,0.6629,0.3,631.2
115.25,62139,0.8571,893.5,1015.9,290436,0.01079,280.2,0.6672,0.3,631.6
115.30,62426,0.8610,898.2,1021.8,293300,0.01096,285.2,0.6717,0.3,632.1
115.35,62718,0.8651,902.8,1027.4,296209,0.01113,290.3,0.6764,0.3,632.5
115.40,63014,0.8692,907.1,1032.8,299157,0.01129,295.4,0.6812,0.3,633.0
115.45,63314,0.8733,911.4,1038.1,302139,0.01146,300.6,0.6860,0.3,633.5
115.50,63616,0.8775,915.6,1043.2,305152,0.01163,306.0,0.6909,0.3,634.1
115.55,63921,0.8817,919.7,1048.4,308193,0.01180,311.3,0.6959,0.3,634.6
115.60,64227,0.8859,923.8,1053.4,311260,0.01197,316.8,0.7009,0.3,635.2
115.65,64535,0.8901,927.9,1058.5,314349,0.01214,322.3,0.7059,0.3,635.8
115.70,64844,0.8944,932.0,1063.5,317459,0.01231,327.9,0.7109,0.3,636.3
115.75,65154,0.8987,936.1,1068.6,320586,0.01249,333.5,0.7160,0.3,636.9
115.80,65465,0.9030,940.3,1073.6,323728,0.01266,339.2,0.7210,0.3,637.6
115.85,65770,0.9072,943.8,1078.1,327416,0.01284,345.9,0.7273,0.3,638.2
115.90,66066,0.9113,947.6,1082.7,331307,0.01304,353.0,0.7340,0.3,638.8
115.95,66357,0.9153,951.9,1088.0,335155,0.01324,360.1,0.7403,0.3,639.5
116.00,66642,0.9192,956.7,1093.7,338975,0.01345,367.2,0.7464,0.3,640.2
116.05,66924,0.9231,961.8,1099.7,342776,0.01366,374.3,0.7522,0.3,640.9
116.10,67202,0.9269,967.2,1106.0,346562,0.01388,381.4,0.7579,0.3,641.6
116.15,67477,0.9307,972.8,1112.5,350336,0.01411,388.6,0.7634,0.3,642.3
116.20,67750,0.9345,978.6,1119.2,354101,0.01434,395.8,0.7689,0.3,643.1
116.25,68020,0.9382,984.5,1126.0,357856,0.01457,403.0,0.7742,0.3,643.9
116.30,68288,0.9419,990.5,1132.8,361599,0.01481,410.3,0.7794,0.3,644.7
116.35,68553,0.9456,996.5,1139.7,365330,0.01504,417.5,0.7846,0.3,645.5
116.40,68815,0.9492,1002.6,1146.6,369047,0.01528,424.8,0.7896,0.3,646.3
116.45,69074,0.9528,1008.8,1153.6,372746,0.01552,432.1,0.7946,0.3,647.2
116.50,69331,0.9563,1015.2,1160.7,376437,0.01577,439.4,0.7994,0.3,648.1
116.55,69586,0.9598,1021.7,1168.0,380126,0.01602,446.7,0.8041,0.3,649.0
116.60,69838,0.9633,1028.4,1175.5,383813,0.01627,454.1,0.8087,0.3,649.9
116.65,70089,0.9667,1035.3,1183.1,387499,0.01653,461.6,0.8133,0.3,650.9
116.70,70338,0.9702,1042.2,1190.8,391182,0.01679,469.0,0.8177,0.3,651.8
116.75,70585,0.9736,1049.3,1198.6,394860,0.01706,476.4,0.8221,0.3,652.8
116.80,70811,0.9767,1050.5,1200.0,398035,0.01719,482.6,0.8276,0.3,653.8
116.85,71015,0.9795,1050.4,1200.0,400850,0.01727,488.0,0.8329,0.3,654.8
116.90,71199,0.9821,1050.3,1200.0,403387,0.01735,492.8,0.8377,0.3,655.8
116.95,71365,0.9843,1050.3,1200.0,405675,0.01742,497.2,0.8420,0.3,656.8
117.00,71514,0.9864,1050.2,1200.0,407737,0.01749,501.1,0.8458,0.3,657.8
117.05,71648,0.9882,1050.2,1200.0,409595,0.01754,504.6,0.8493,0.3,658.8
117.10,71769,0.9899,1050.1,1200.0,411270,0.01760,507.8,0.8524,0.3,659.8
117.15,71878,0.9914,1050.1,1200.0,412778,0.01764,510.6,0.8552,0.3,660.7
117.20,71976,0.9928,1050.0,1200.0,414137,0.01768,513.2,0.8578,0.3,661.7
117.25,72065,0.9940,1050.0,1200.0,415361,0.01772,515.5,0.8600,0.3,662.6
117.30,72144,0.9951,1050.0,1200.0,416464,0.01776,517.6,0.8621,0.3,663.6
117.35,72216,0.9961,1049.9,1200.0,417457,0.01779,519.5,0.8639,0.3,664.5
117.40,72276,0.9969,1048.5,1198.5,418223,0.01778,520.8,0.8659,0.3,665.5
117.45,72326,0.9976,1047.4,1197.3,418872,0.01777,521.9,0.8675,0.3,666.4
117.50,72368,0.9982,1046.2,1196.0,419393,0.01776,522.8,0.8689,0.3,667.3
117.55,72401,0.9986,1044.9,1194.6,419800,0.01775,523.5,0.8701,0.3,668.2
117.60,72427,0.9990,1043.7,1193.3,420107,0.01773,524.0,0.8712,0.3,669.1
117.65,72447,0.9993,1042.5,1192.1,420330,0.01771,524.3,0.8720,0.3,670.0
117.70,72462,0.9995,1041.5,1190.9,420483,0.01769,524.5,0.8727,0.3,670.9
117.75,72472,0.9996,1040.5,1189.9,420579,0.01767,524.6,0.8732,0.3,671.8
117.80,72479,0.9997,1039.7,1189.0,420629,0.01766,524.6,0.8736,0.3,672.6
117.85,72482,0.9998,1039.0,1188.2,420644,0.01764,524.6,0.8739,0.3,673.5
117.90,72485,0.9998,1039.0,1188.2,420689,0.01764,524.6,0.8740,0.3,674.3
117.95,72485,0.9998,1037.9,1187.1,420629,0.01762,524.4,0.8743,0.3,675.2
118.00,72484,0.9998,1037.9,1187.1,420622,0.01762,524.4,0.8743,0.3,676.0
118.05,72271,0.9968,973.9,1117.4,414535,0.01600,507.3,0.8882,0.3,676.6
118.10,71899,0.9917,922.9,1061.7,406700,0.01464,488.1,0.8945,0.3,677.0
118.15,71415,0.9850,880.8,1015.4,397757,0.01347,467.8,0.8956,0.3,677.2
118.20,70846,0.9772,845.3,976.1,388165,0.01245,447.3,0.8926,0.3,677.3
118.25,70218,0.9685,814.9,942.1,378133,0.01155,426.7,0.8863,0.3,677.2
118.30,69547,0.9593,788.1,911.9,367840,0.01074,406.3,0.8776,0.3,677.1
118.35,68848,0.9496,764.9,885.4,357573,0.01003,386.5,0.8671,0.3,676.8
118.40,68132,0.9398,744.0,861.4,347383,0.00938,367.4,0.8553,0.3,676.5
118.45,67407,0.9297,725.2,839.5,337365,0.00880,349.1,0.8426,0.3,676.1
118.50,66678,0.9197,708.2,819.3,327561,0.00827,331.5,0.8291,0.3,675.6
118.55,65950,0.9097,692.6,800.7,318005,0.00779,314.8,0.8152,0.3,675.1
118.60,65228,0.8997,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,674.5
118.65,64497,0.8896,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,673.9
118.70,63759,0.8794,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,673.3
118.75,63012,0.8691,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,672.7
118.80,62257,0.8587,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,672.1
118.85,61493,0.8482,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,671.5
118.90,60720,0.8375,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,670.9
118.95,59937,0.8267,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,670.4
119.00,59144,0.8158,678.3,783.4,308718,0.00734,298.8,0.8009,0.3,669.8
119.05,58341,0.8047,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,669.2
119.10,57528,0.7935,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,668.7
119.15,56703,0.7821,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,668.1
119.20,55866,0.7706,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,667.5
119.25,55017,0.7589,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,667.0
119.30,54156,0.7470,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,666.4
119.35,53281,0.7349,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,665.9
119.40,52392,0.7227,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,665.3
119.45,51489,0.7102,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,664.8
119.50,50569,0.6975,678.3,783.4,308718,0.00734,298.8,0.8009,0.4,664.2
119.55,50392,0.6951,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,663.4
119.60,50214,0.6926,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,662.5
119.65,50036,0.6902,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,661.6
119.70,49857,0.6877,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,660.7
119.75,49678,0.6852,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,659.9
119.80,49498,0.6827,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,659.0
119.85,49317,0.6802,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,658.2
119.90,49136,0.6777,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,657.3
119.95,48954,0.6752,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,656.5
120.00,48772,0.6727,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,655.6
120.05,48589,0.6702,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,654.8
120.10,48405,0.6677,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,654.0
120.15,48221,0.6651,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,653.1
120.20,48036,0.6626,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,652.3
120.25,47850,0.6600,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,651.5
120.30,47664,0.6574,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,650.7
120.35,47477,0.6549,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,649.9
120.40,47290,0.6523,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,649.1
120.45,47102,0.6497,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,648.3
120.50,46913,0.6471,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,647.5
120.55,46724,0.6445,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,646.7
120.60,46533,0.6418,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,646.0
120.65,46342,0.6392,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,645.2
120.70,46151,0.6366,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,644.4
120.75,45958,0.6339,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,643.7
120.80,45765,0.6312,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,642.9
120.85,45572,0.6286,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,642.2
120.90,45377,0.6259,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,641.4
120.95,45182,0.6232,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,640.7
121.00,44986,0.6205,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,639.9
121.05,44789,0.6178,626.1,694.0,188756,0.00423,106.2,0.5172,0.4,639.2
121.10,44591,0.6150,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,638.5
121.15,44393,0.6123,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,637.7
121.20,44193,0.6096,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,637.0
121.25,43993,0.6068,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,636.3
121.30,43792,0.6040,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,635.6
121.35,43591,0.6012,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,634.9
121.40,43388,0.5985,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,634.2
121.45,43185,0.5956,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,633.5
121.50,42980,0.5928,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,632.8
121.55,42775,0.5900,626.1,694.0,188756,0.00423,106.2,0.5172,0.5,632.1
121.60,42453,0.5856,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,631.1
121.65,42128,0.5811,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,630.1
121.70,41801,0.5766,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,629.1
121.75,41472,0.5720,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,628.1
121.80,41140,0.5675,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,627.1
121.85,40806,0.5628,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,626.2
121.90,40469,0.5582,557.9,598.1,149250,0.00253,53.5,0.4278,0.5,625.2
121.95,40133,0.5536,541.2,575.4,141874,0.00220,44.3,0.4071,0.5,624.1
122.00,39805,0.5490,544.1,577.8,141009,0.00220,43.3,0.4031,0.5,623.1
122.05,39488,0.5447,549.7,583.1,140250,0.00223,42.5,0.3986,0.5,622.1
