"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega","Grid_Velocity_x","Grid_Velocity_y","Grid_Velocity_z"
37, -2.521296116000000e-02, 8.329973338999999e-03, -1.246696709000000e-02, 1.090289103179293e+00, 1.673542931302513e+02, -1.415217329483277e+00, 1.195584409171440e+00, 2.274208826341792e+05, 1.234722566122865e+02, 6.615257177451283e+05, 0.000000000000000e+00, -9.465148562868380e+01, -6.324267531083036e+01
38, -2.521296116000000e-02, 8.861376928000000e-03, -1.209502886000000e-02, 1.091565068573374e+00, 1.677418429541541e+02, -1.271354300146434e+00, 1.249103840199074e+00, 2.275296340636214e+05, 1.249769593051288e+02, 6.666672112922812e+05, 0.000000000000000e+00, -9.182766281937830e+01, -6.727718818025228e+01
39, -2.521296116000000e-02, 9.287161976000000e-03, -1.177125086000000e-02, 1.086027197585159e+00, 1.657192914120542e+02, -1.631619989253372e+00, 1.299471433748828e+00, 2.272599529642307e+05, 1.227405354686476e+02, 6.567767555956406e+05, 0.000000000000000e+00, -8.936948125102670e+01, -7.050982584270403e+01
40, -2.521296116000000e-02, 9.604561503000000e-03, -1.151373626000000e-02, 1.083492355827650e+00, 1.647034678145986e+02, -1.705542025154988e+00, 1.336248014343719e+00, 2.271710700281596e+05, 1.216575504827060e+02, 6.521405177048788e+05, 0.000000000000000e+00, -8.741438348866659e+01, -7.291958088188186e+01
41, -2.521296116000000e-02, 9.828825608000000e-03, -1.132289325000000e-02, 1.082250120819207e+00, 1.646778308487872e+02, -1.719039286538340e+00, 1.658075967066386e+00, 2.270973093446095e+05, 1.218859021413147e+02, 6.531371474533103e+05, 0.000000000000000e+00, -8.596546858515015e+01, -7.462223482796178e+01
42, -2.521296116000000e-02, 9.981437867000001e-03, -1.118859341000000e-02, 1.081921833598026e+00, 1.651447158406338e+02, -1.457580959821229e+00, 1.745378155443702e+00, 2.271136232280277e+05, 1.225989896419684e+02, 6.563284364057486e+05, 0.000000000000000e+00, -8.494583973043930e+01, -7.578089490424337e+01
43, -2.521296116000000e-02, 1.008268718000000e-02, -1.109743860000000e-02, 1.083243909424610e+00, 1.660212909900343e+02, -1.161055096242605e+00, 1.916888043407378e+00, 2.271799179709177e+05, 1.234287497020612e+02, 6.604068089491996e+05, 0.000000000000000e+00, -8.425377580451293e+01, -7.654959813616419e+01
44, -2.521296116000000e-02, 1.018310407000000e-02, -1.100536759000000e-02, 1.081675455624554e+00, 1.656419536770822e+02, -1.442001332049645e+00, 1.975354372875595e+00, 2.270518805359900e+05, 1.228784362670184e+02, 6.582942222944928e+05, 0.000000000000000e+00, -8.355475592125491e+01, -7.731198146100157e+01
45, -2.521296116000000e-02, 1.033137876000000e-02, -1.086629363000000e-02, 1.082092487883776e+00, 1.648286595818583e+02, -1.637162312516051e+00, 1.634740950750196e+00, 2.270016669365726e+05, 1.215168002719027e+02, 6.529357829536756e+05, 0.000000000000000e+00, -8.249888107765938e+01, -7.843770992313007e+01
46, -2.521296116000000e-02, 1.054278766000000e-02, -1.066130164000000e-02, 1.083399318126000e+00, 1.639252883534103e+02, -1.735725437996864e+00, 1.447108219984187e+00, 2.269384760420461e+05, 1.205876406235621e+02, 6.493087429695182e+05, 0.000000000000000e+00, -8.094254454003881e+01, -8.004276481063165e+01
